Marker1	Marker2	sampleSize	variableSize	F	coefficient.0	tvalue.0	pvalue.0	coefficient.1	tvalue.1	pvalue.1
hsa-miR-1	AB074162	50	2	0.050707	6.797946	9.704369	6.702338e-13	-0.023964	-0.225182	0.822794
hsa-miR-1	AB488780	50	2	0.336372	6.106086	23.082453	1.230743e-27	-0.023308	-0.579976	0.564643
hsa-miR-1	ABAT	50	2	0.08804	8.061955	15.702598	1.531849e-20	0.023143	0.296715	0.767964
hsa-miR-1	ABCA1	50	2	0.005087	5.473498	11.032125	9.222192e-15	-0.005376	-0.071326	0.943434
hsa-miR-1	ABCA11P	50	2	0.242854	4.384863	10.738643	2.333585e-14	-0.03057	-0.492803	0.624399
hsa-miR-1	ABCA12	50	2	1.903339	1.51938	4.704937	2.2e-05	0.067683	1.379615	0.174099
hsa-miR-1	ABCA13	50	2	0.199887	1.913616	7.091146	5.330964e-09	-0.018329	-0.447087	0.656823
hsa-miR-1	ABCA17P	50	2	0.251347	3.829907	8.302963	7.703588e-11	-0.035132	-0.501345	0.61842
hsa-miR-1	ABCA2	50	2	1.35489	4.604596	17.681934	1.170716e-22	0.046049	1.163997	0.250179
hsa-miR-1	ABCA3	50	2	0.029912	5.613374	20.87628	9.958466e-26	-0.007065	-0.172949	0.863419
hsa-miR-1	ABCA4	50	2	0.079543	3.34985	13.477608	6.195662e-18	0.010649	0.282034	0.77913
hsa-miR-1	ABCA5	50	2	0.013994	4.724414	14.835242	1.483528e-19	0.005723	0.118294	0.906329
hsa-miR-1	ABCA6	50	2	0.252485	2.555173	7.425611	1.641869e-09	-0.026267	-0.502479	0.617628
hsa-miR-1	ABCA7	50	2	0.008801	8.481831	31.349661	1.266428e-33	-0.003856	-0.09381	0.925651
hsa-miR-1	ABCA8	50	2	0.024246	2.743289	10.687288	2.748301e-14	0.006072	0.155712	0.876913
hsa-miR-1	ABCA9	50	2	0.094359	2.263125	7.622205	8.236329e-10	-0.013856	-0.307178	0.760036
hsa-miR-1	ABCB1	50	2	1.578612	5.777934	12.246477	2.226857e-16	-0.090055	-1.256428	0.215041
hsa-miR-1	ABCB10	50	2	0.329715	7.029119	9.824869	4.50219e-13	-0.06241	-0.574208	0.568508
hsa-miR-1	ABCB11	50	2	0.158763	3.164683	14.069848	1.183408e-18	0.013615	0.398451	0.692064
hsa-miR-1	ABCB4	50	2	0.000142	4.97429	8.983246	7.505742e-12	0.001004	0.011931	0.99053
hsa-miR-1	ABCB5	50	2	0.192234	2.709112	13.562412	4.875132e-18	0.013305	0.438445	0.663031
hsa-miR-1	ABCB6	50	2	0.042642	4.748799	16.150705	4.899575e-21	-0.009224	-0.2065	0.837274
hsa-miR-1	ABCB7	50	2	0.084096	7.508102	30.46286	4.706584e-33	-0.010858	-0.289992	0.773071
hsa-miR-1	ABCB8	50	2	0.122001	4.290724	13.499502	5.823367e-18	0.016866	0.349285	0.728403
hsa-miR-1	ABCB9	50	2	0.000676	4.728366	17.649139	1.265012e-22	0.001058	0.026001	0.979365
hsa-miR-1	ABCC1	50	2	0.346754	6.651879	32.874611	1.431016e-34	-0.018101	-0.588858	0.558717
hsa-miR-1	ABCC10	50	2	0.41897	6.897213	25.390564	1.782389e-29	-0.026712	-0.647279	0.520535
hsa-miR-1	ABCC11	50	2	1.99242	3.137882	10.996488	1.031663e-14	0.06119	1.411531	0.164538
hsa-miR-1	ABCC12	50	2	2.702544	3.137878	12.34269	1.671469e-16	-0.063492	-1.643941	0.106723
hsa-miR-1	ABCC13	50	2	2.146589	3.745636	6.732232	1.893157e-08	0.123837	1.465124	0.149407
hsa-miR-1	ABCC2	50	2	3e-06	4.344413	11.37181	3.19267e-15	-9.6e-05	-0.001662	0.998681
hsa-miR-1	ABCC3	50	2	0.489562	5.606546	20.71723	1.386793e-25	0.028766	0.699686	0.4875
hsa-miR-1	ABCC4	50	2	0.811792	5.238853	9.777277	5.267248e-13	-0.073342	-0.900995	0.37209
hsa-miR-1	ABCC5	50	2	0.250481	6.317635	15.056424	8.246661e-20	0.031903	0.500481	0.619024
hsa-miR-1	ABCC6	50	2	0.019153	4.561307	16.535437	1.873636e-21	-0.0058	-0.138395	0.890507
hsa-miR-1	ABCC6P1	50	2	0.108203	3.517375	13.782523	2.627815e-18	0.012753	0.328942	0.743631
hsa-miR-1	ABCC6P2	50	2	0.100157	4.764671	11.274898	4.314484e-15	0.020317	0.316475	0.753015
hsa-miR-1	ABCC8	50	2	0.157861	4.662181	20.650705	1.593783e-25	0.013627	0.397317	0.692895
hsa-miR-1	ABCC9	50	2	0.661283	2.858517	10.154332	1.530443e-13	0.034777	0.813193	0.420123
hsa-miR-1	ABCD1	50	2	0.073971	5.836973	17.884157	7.278027e-23	-0.013485	-0.271978	0.786806
hsa-miR-1	ABCD1P2	50	2	0.128067	3.251345	11.89634	6.389747e-16	0.014859	0.357864	0.722014
hsa-miR-1	ABCD2	50	2	0.784169	2.461321	5.080083	6.133814e-06	0.06518	0.885533	0.380284
hsa-miR-1	ABCD3	50	2	0.498297	5.937523	18.88925	7.26482e-24	-0.033709	-0.705901	0.483662
hsa-miR-1	ABCD4	50	2	2.319386	5.989033	33.03038	1.151307e-34	-0.041951	-1.522952	0.134332
hsa-miR-1	ABCE1	50	2	0.643954	7.034166	16.16428	4.734899e-21	-0.053051	-0.802468	0.426238
hsa-miR-1	ABCF1	50	2	1.265666	8.325048	26.328684	3.50221e-30	-0.054041	-1.125019	0.266175
hsa-miR-1	ABCF2	50	2	5.33983	6.531425	19.960493	6.896527e-25	-0.114871	-2.310807	0.025185
hsa-miR-1	ABCF3	50	2	1.748404	7.091464	32.904205	1.372991e-34	-0.043293	-1.322274	0.192343
hsa-miR-1	ABCG1	50	2	0.005094	6.395561	13.355962	8.751703e-18	0.005192	0.071374	0.943396
hsa-miR-1	ABCG2	50	2	0.302775	4.261017	4.233081	0.000103	0.084145	0.55025	0.5847
hsa-miR-1	ABCG4	50	2	0.483679	5.187699	16.3029	3.343376e-21	0.03362	0.695471	0.490114
hsa-miR-1	ABCG5	50	2	8.5e-05	3.040498	7.271877	2.819642e-09	-0.000586	-0.009224	0.992679
hsa-miR-1	ABCG8	50	2	0.025023	4.239492	9.29253	2.644461e-12	0.010964	0.158187	0.874973
hsa-miR-1	ABHD1	50	2	0.569754	4.150241	12.325675	1.758309e-16	-0.038611	-0.75482	0.454045
hsa-miR-1	ABHD10	50	2	0.708631	6.2436	14.201712	8.233645e-19	0.056223	0.841802	0.404074
hsa-miR-1	ABHD11	50	2	5.130809	5.606109	28.548552	9.042018e-32	0.067574	2.265131	0.028056
hsa-miR-1	ABHD12	50	2	0.901927	5.326689	15.36277	3.690785e-20	-0.050025	-0.949699	0.347023
hsa-miR-1	ABHD12B	50	2	0.175322	2.54733	11.109788	7.226689e-15	-0.014585	-0.418715	0.677292
hsa-miR-1	ABHD13	50	2	0.032909	4.818664	6.961921	8.410991e-09	-0.019075	-0.181408	0.856811
hsa-miR-1	ABHD14A	50	2	0.311955	7.187855	24.507423	8.653321e-29	-0.024886	-0.558529	0.579079
hsa-miR-1	ABHD14A-ACY1	50	2	0.039865	5.483458	17.548672	1.604904e-22	-0.009478	-0.19966	0.84259
hsa-miR-1	ABHD14B	50	2	0.324028	7.506862	24.142225	1.687104e-28	-0.026889	-0.569235	0.571851
hsa-miR-1	ABHD15	50	2	0.000541	5.757213	16.687065	1.288356e-21	0.001219	0.023257	0.981541
hsa-miR-1	ABHD16A	50	2	0.187008	6.183381	34.214558	2.271131e-35	-0.011873	-0.432444	0.667356
hsa-miR-1	ABHD16B	50	2	3.12174	2.809743	6.237966	1.084576e-07	0.120901	1.766845	0.083612
hsa-miR-1	ABHD17A	50	2	1.105381	10.539663	37.943642	1.884393e-37	-0.044366	-1.05137	0.298353
hsa-miR-1	ABHD17B	50	2	2.252772	5.872351	14.772861	1.752543e-19	-0.090639	-1.500924	0.139925
hsa-miR-1	ABHD17C	50	2	1.506328	5.466519	10.627861	3.322413e-14	-0.095903	-1.227325	0.225686
hsa-miR-100	A1BG	50	2	1.926188	6.020881	20.383238	2.798512e-25	-0.063116	-1.387872	0.171585
hsa-miR-100	A1BG-AS1	50	2	0.008266	5.0487	14.845264	1.444398e-19	-0.00476	-0.090917	0.927937
hsa-miR-100	A1CF	50	2	2.169655	3.027647	11.838958	7.606148e-16	0.057995	1.472975	0.147285
hsa-miR-100	A2M	50	2	0.239107	4.186821	12.411982	1.360467e-16	-0.025395	-0.488985	0.627079
hsa-miR-100	A2M-AS1	50	2	0.895093	8.492585	9.242403	3.129394e-12	-0.133843	-0.946094	0.348839
hsa-miR-100	A2ML1	50	2	1.322507	2.640869	10.718328	2.489483e-14	0.043624	1.150003	0.25584
hsa-miR-100	A2MP1	50	2	0.402885	4.049302	9.341654	2.242822e-12	0.04236	0.634732	0.528617
hsa-miR-100	A4GALT	50	2	5.49442	4.400083	19.624643	1.427314e-24	0.080914	2.344017	0.023264
hsa-miR-100	A4GNT	50	2	0.52386	4.758141	14.115079	1.044702e-18	-0.037564	-0.723782	0.472712
hsa-miR-100	AA06	50	2	4.400151	3.634278	10.033908	2.266935e-13	0.116974	2.097654	0.041226
hsa-miR-100	AAAS	50	2	0.80094	5.464851	14.287521	6.509714e-19	0.052702	0.894952	0.375279
hsa-miR-100	AACS	50	2	0.006826	6.547394	26.68611	1.909264e-30	0.003121	0.082621	0.934496
hsa-miR-100	AACSP1	50	2	0.299516	3.407047	8.965138	7.980965e-12	-0.032021	-0.54728	0.586722
hsa-miR-100	AADAC	50	2	0.074423	3.412215	11.701414	1.156968e-15	0.012248	0.272805	0.786173
hsa-miR-100	AADACL2	50	2	0.108428	2.16115	6.378049	6.615852e-08	-0.017178	-0.329285	0.743373
hsa-miR-100	AADACP1	50	2	0.013042	2.394265	5.262402	3.280187e-06	-0.008	-0.114204	0.909553
hsa-miR-100	AADAT	50	2	0.045837	3.143113	8.639036	2.424876e-11	0.011992	0.214096	0.831379
hsa-miR-100	AAED1	50	2	0.390014	6.826907	17.368801	2.46366e-22	-0.037792	-0.624511	0.535249
hsa-miR-100	AAGAB	50	2	5.483011	4.473022	15.933253	8.495616e-21	0.101207	2.341583	0.023401
hsa-miR-100	AAK1	50	2	6.420346	6.618277	14.309175	6.135859e-19	-0.180433	-2.53384	0.014601
hsa-miR-100	AAMDC	50	2	0.432287	4.62558	13.489319	5.993613e-18	0.034711	0.657485	0.51401
hsa-miR-100	AAMP	50	2	0.081942	7.927745	41.54797	2.743478e-39	-0.008409	-0.286254	0.775915
hsa-miR-100	AANAT	50	2	0.351653	3.007537	7.83177	3.95762e-10	-0.03506	-0.593003	0.555963
hsa-miR-100	AAR2	50	2	0.014838	7.190704	39.458359	3.048026e-38	0.003418	0.12181	0.903558
hsa-miR-100	AARS	50	2	0.547261	8.025217	30.218882	6.79507e-33	-0.030247	-0.739771	0.463042
hsa-miR-100	AARS2	50	2	3.822911	6.936342	26.49412	2.642438e-30	-0.07881	-1.955225	0.056392
hsa-miR-100	AARSD1	50	2	0.008224	6.12172	23.028297	1.365082e-27	-0.003712	-0.090687	0.928118
hsa-miR-100	AASDH	50	2	0.003862	6.732527	22.750082	2.331851e-27	0.002832	0.062146	0.950704
hsa-miR-100	AASDHPPT	50	2	1.632833	8.048007	28.732285	6.757391e-32	-0.055106	-1.277824	0.207457
hsa-miR-100	AASS	50	2	0.183485	2.871605	8.078734	1.674909e-10	-0.023442	-0.428352	0.670311
hsa-miR-100	AATF	50	2	0.002374	8.751071	36.170906	1.736002e-36	0.001815	0.048722	0.961343
hsa-miR-100	AATK	50	2	3.341846	7.629717	25.159822	2.680875e-29	0.085349	1.828072	0.073757
hsa-miR-100	AB074162	50	2	0.053161	6.803907	9.58241	1.004323e-12	-0.025205	-0.230568	0.81863
hsa-miR-100	AB488780	50	2	0.563541	6.153182	23.001307	1.437525e-27	-0.030918	-0.750693	0.456502
hsa-miR-100	ABAT	50	2	0.008685	8.164995	15.676318	1.638884e-20	0.007473	0.093195	0.926136
hsa-miR-100	ABCA1	50	2	0.087341	5.290906	10.529596	4.551047e-14	0.022863	0.295534	0.76886
hsa-miR-100	ABCA11P	50	2	0.337835	4.423738	10.698565	2.651264e-14	-0.037002	-0.581236	0.563801
hsa-miR-100	ABCA12	50	2	1.409695	1.573845	4.784166	1.7e-05	0.060135	1.187306	0.24095
hsa-miR-100	ABCA13	50	2	0.160932	1.902844	6.953524	8.664069e-09	-0.016902	-0.401163	0.69008
hsa-miR-100	ABCA17P	50	2	0.724466	3.993572	8.583036	2.937822e-11	-0.060973	-0.851156	0.398909
hsa-miR-100	ABCA2	50	2	2.854349	4.469272	17.186592	3.815713e-22	0.06764	1.689482	0.097613
hsa-miR-100	ABCA3	50	2	0.267211	5.706764	20.989641	7.874529e-26	-0.021638	-0.516925	0.607582
hsa-miR-100	ABCA4	50	2	0.11786	3.505296	13.918771	1.797874e-18	-0.013311	-0.343307	0.732867
hsa-miR-100	ABCA5	50	2	0.056225	4.837787	14.993395	9.743119e-20	-0.011779	-0.237118	0.813574
hsa-miR-100	ABCA6	50	2	0.95272	2.719152	7.852169	3.685683e-10	-0.052039	-0.976074	0.333922
hsa-miR-100	ABCA7	50	2	0.001906	8.444741	30.790304	2.887097e-33	0.001844	0.043663	0.965354
hsa-miR-100	ABCA8	50	2	0.008148	2.806296	10.783811	2.02144e-14	-0.003616	-0.090264	0.928453
hsa-miR-100	ABCA9	50	2	0.360963	2.351633	7.835337	3.908655e-10	-0.027762	-0.600802	0.550799
hsa-miR-100	ABCB1	50	2	0.959089	5.657422	11.755535	9.80662e-16	-0.072562	-0.979331	0.332327
hsa-miR-100	ABCB10	50	2	0.134654	6.886051	9.476187	1.430431e-12	-0.041054	-0.366952	0.715268
hsa-miR-100	ABCB11	50	2	0.010462	3.230467	14.147204	9.563197e-19	0.003596	0.102283	0.918958
hsa-miR-100	ABCB4	50	2	0.005742	5.023082	8.949802	8.407137e-12	-0.006548	-0.075779	0.93991
hsa-miR-100	ABCB5	50	2	0.164371	2.714524	13.402743	7.661435e-18	0.012642	0.405426	0.686966
hsa-miR-100	ABCB6	50	2	0.328452	4.51941	15.208734	5.522028e-20	0.02622	0.573107	0.569247
hsa-miR-100	ABCB7	50	2	0.224808	7.554595	30.283213	6.166353e-33	-0.01821	-0.47414	0.63755
hsa-miR-100	ABCB8	50	2	0.025726	4.452306	13.80553	2.464289e-18	-0.007964	-0.160393	0.873245
hsa-miR-100	ABCB9	50	2	0.032071	4.783557	17.620609	1.353319e-22	-0.007485	-0.179084	0.858625
hsa-miR-100	ABCC1	50	2	0.82268	6.71741	32.912502	1.357158e-34	-0.028501	-0.907017	0.368929
hsa-miR-100	ABCC10	50	2	0.707574	6.951961	25.322828	2.00862e-29	-0.035554	-0.841174	0.404422
hsa-miR-100	ABCC11	50	2	0.297994	3.37825	11.479878	2.285312e-15	0.024732	0.545888	0.587671
hsa-miR-100	ABCC12	50	2	2.035767	3.090481	11.913547	6.064942e-16	-0.056984	-1.426803	0.160109
hsa-miR-100	ABCC13	50	2	3.093106	3.579184	6.4061	5.992024e-08	0.151284	1.758723	0.084999
hsa-miR-100	ABCC2	50	2	0.610918	4.045125	10.512172	4.812813e-14	0.046306	0.781612	0.438281
hsa-miR-100	ABCC3	50	2	1.107849	5.509641	20.212805	4.018486e-25	0.044172	1.052543	0.29782
hsa-miR-100	ABCC4	50	2	0.185624	4.993428	9.134663	4.498122e-12	-0.03626	-0.43084	0.668513
hsa-miR-100	ABCC5	50	2	0.546047	6.214986	14.657142	2.390268e-19	0.048241	0.73895	0.463536
hsa-miR-100	ABCC6	50	2	0.449273	4.708682	16.915226	7.366598e-22	-0.028726	-0.670278	0.505893
hsa-miR-100	ABCC6P1	50	2	0.113709	3.514103	13.585171	4.572095e-18	0.013429	0.337208	0.73743
hsa-miR-100	ABCC6P2	50	2	0.096394	4.765382	11.124387	6.90353e-15	0.020476	0.310472	0.757546
hsa-miR-100	ABCC8	50	2	2.021245	4.434242	19.748064	1.091299e-24	0.049149	1.421706	0.161577
hsa-miR-100	ABCC9	50	2	0.739951	2.842247	9.96871	2.806297e-13	0.03776	0.860204	0.393953
hsa-miR-100	ABCD1	50	2	0.000424	5.755616	17.384249	2.374324e-22	-0.00105	-0.020597	0.983653
hsa-miR-100	ABCD1P2	50	2	0.279357	3.203277	11.580893	1.674201e-15	0.022508	0.528541	0.599559
hsa-miR-100	ABCD2	50	2	1.094721	2.378648	4.85877	1.3e-05	0.078861	1.046289	0.300668
hsa-miR-100	ABCD3	50	2	0.020885	5.671284	17.711622	1.091529e-22	0.007124	0.144516	0.885698
hsa-miR-100	ABCD4	50	2	1.071715	5.906204	31.734303	7.241599e-34	-0.029664	-1.035236	0.305746
hsa-miR-100	ABCE1	50	2	0.75137	7.06673	16.038246	6.508787e-21	-0.058802	-0.866816	0.390356
hsa-miR-100	ABCF1	50	2	2.378805	8.4573	26.68343	1.917917e-30	-0.075262	-1.542338	0.129559
hsa-miR-100	ABCF2	50	2	3.117647	6.374781	18.814989	8.585468e-24	-0.092105	-1.765687	0.083809
hsa-miR-100	ABCF3	50	2	1.330631	7.059831	32.180607	3.81514e-34	-0.038961	-1.153529	0.254405
hsa-miR-100	ABCG1	50	2	0.192258	6.218566	12.836526	3.905735e-17	0.032703	0.438473	0.663011
hsa-miR-100	ABCG2	50	2	0.792852	3.913295	3.854727	0.000344	0.139172	0.890422	0.377681
hsa-miR-100	ABCG4	50	2	1.361901	5.036972	15.757003	1.332284e-20	0.057435	1.167005	0.248973
hsa-miR-100	ABCG5	50	2	0.437923	3.313908	7.854702	3.653241e-10	-0.042985	-0.661758	0.511291
hsa-miR-100	ABCG8	50	2	0.044082	4.214746	9.115773	4.794169e-12	0.014946	0.209957	0.83459
hsa-miR-100	ABHD1	50	2	0.123904	4.017763	11.717499	1.10145e-15	-0.018582	-0.352001	0.726379
hsa-miR-100	ABHD10	50	2	0.531428	6.287847	14.08419	1.137509e-18	0.050107	0.728992	0.469549
hsa-miR-100	ABHD11	50	2	3.603407	5.666999	28.058035	1.983965e-31	0.059028	1.898263	0.063683
hsa-miR-100	ABHD12	50	2	1.210887	5.3826	15.36341	3.684633e-20	-0.059356	-1.100402	0.276645
hsa-miR-100	ABHD12B	50	2	0.395885	2.596893	11.199077	5.465236e-15	-0.022463	-0.629194	0.532205
hsa-miR-100	ABHD13	50	2	0.000934	4.672705	6.657971	2.461183e-08	0.003303	0.030568	0.975741
hsa-miR-100	ABHD14A	50	2	0.714388	7.273705	24.568073	7.751504e-29	-0.038526	-0.845214	0.402185
hsa-miR-100	ABHD14A-ACY1	50	2	0.039505	5.484031	17.314253	2.807416e-22	-0.009692	-0.198758	0.843292
hsa-miR-100	ABHD14B	50	2	0.724696	7.596472	24.201345	1.513384e-28	-0.041139	-0.851291	0.398835
hsa-miR-100	ABHD15	50	2	0.002854	5.783732	16.538721	1.85845e-21	-0.002877	-0.053426	0.957614
hsa-miR-100	ABHD16A	50	2	0.019633	6.080258	33.133484	9.974631e-35	0.003959	0.14012	0.889151
hsa-miR-100	ABHD16B	50	2	5.841359	2.532131	5.691588	7.392163e-07	0.165545	2.41689	0.019504
hsa-miR-100	ABHD17A	50	2	0.697606	10.48422	37.08115	5.482674e-37	-0.036357	-0.835226	0.407729
hsa-miR-100	ABHD17B	50	2	5.926306	6.220278	15.991839	7.321032e-21	-0.145784	-2.434401	0.018686
hsa-miR-100	ABHD17C	50	2	0.409184	5.174687	9.814505	4.658624e-13	-0.051926	-0.639675	0.525425
hsa-miR-100*	A1BG	50	2	0.905742	6.110067	11.690717	1.195455e-15	-0.08194	-0.951705	0.346015
hsa-miR-100*	A1BG-AS1	50	2	1.098228	5.633748	9.56636	1.059361e-12	-0.101669	-1.047963	0.299904
hsa-miR-100*	A1CF	50	2	1.957976	2.775149	6.183616	1.31364e-07	0.103452	1.399276	0.168159
hsa-miR-100*	A2M	50	2	2.956766	5.009068	8.715275	1.868294e-11	-0.162808	-1.719525	0.091962
hsa-miR-100*	A2M-AS1	50	2	3.905553	10.708726	6.856828	1.219046e-08	-0.508449	-1.976247	0.053889
hsa-miR-100*	A2ML1	50	2	0.205265	2.724945	6.243508	1.063581e-07	0.032574	0.453062	0.652546
hsa-miR-100*	A2MP1	50	2	0.004838	4.269611	5.601507	1.012281e-06	0.008734	0.069558	0.944835
hsa-miR-100*	A4GALT	50	2	6.28264	3.947198	10.1268	1.674012e-13	0.160946	2.50652	0.015634
hsa-miR-100*	A4GNT	50	2	0.641704	4.987102	8.458379	4.508075e-11	-0.077807	-0.801064	0.427042
hsa-miR-100*	AA06	50	2	1.793087	3.519414	5.408873	1.977296e-06	0.143534	1.339062	0.186858
hsa-miR-100*	AAAS	50	2	0.457893	5.350948	7.960562	2.526064e-10	0.074931	0.676678	0.501858
hsa-miR-100*	AACS	50	2	0.194427	6.756173	15.755444	1.337618e-20	-0.031149	-0.440939	0.661237
hsa-miR-100*	AACSP1	50	2	0.204171	3.500844	5.255193	3.362686e-06	-0.049588	-0.451853	0.65341
hsa-miR-100*	AADAC	50	2	0.061062	3.365292	6.589166	3.138555e-08	0.020791	0.247106	0.80588
hsa-miR-100*	AADACL2	50	2	1.530114	2.77209	4.740242	1.9e-05	-0.119168	-1.236978	0.222113
hsa-miR-100*	AADACP1	50	2	0.117171	2.614482	3.28499	0.001909	-0.04488	-0.342302	0.733618
hsa-miR-100*	AADAT	50	2	0.596991	3.708824	5.854429	4.180324e-07	-0.080636	-0.772652	0.443517
hsa-miR-100*	AAED1	50	2	0.251404	6.92799	10.050702	2.145845e-13	-0.056936	-0.501402	0.61838
hsa-miR-100*	AAGAB	50	2	7.068575	3.840608	7.927086	2.838428e-10	0.212199	2.658679	0.010627
hsa-miR-100*	AAK1	50	2	13.382314	8.238079	10.801967	1.908204e-14	-0.4596	-3.658184	0.00063
hsa-miR-100*	AAMDC	50	2	1.543106	4.113601	6.928452	9.465994e-09	0.1215	1.242218	0.220191
hsa-miR-100*	AAMP	50	2	0.948455	8.195298	24.746248	5.617618e-29	-0.053132	-0.973888	0.334995
hsa-miR-100*	AANAT	50	2	0.699833	3.340694	4.985513	8.469278e-06	-0.092345	-0.83656	0.406985
hsa-miR-100*	AAR2	50	2	0.122154	7.323906	22.975309	1.511006e-27	-0.018354	-0.349507	0.728238
hsa-miR-100*	AARS	50	2	1.718793	8.431244	18.34667	2.490769e-23	-0.099252	-1.311026	0.196086
hsa-miR-100*	AARS2	50	2	7.318274	7.625756	17.184679	3.833348e-22	-0.197759	-2.70523	0.009419
hsa-miR-100*	AARSD1	50	2	0.024057	6.16981	13.255553	1.165505e-17	-0.011893	-0.155105	0.877389
hsa-miR-100*	AASDH	50	2	0.747944	6.307046	12.26414	2.11242e-16	0.073268	0.864838	0.39143
hsa-miR-100*	AASDHPPT	50	2	3.353687	8.573685	17.779387	9.305731e-23	-0.14548	-1.831308	0.073265
hsa-miR-100*	AASS	50	2	0.024155	2.623732	4.20809	0.000112	0.015964	0.155419	0.877143
hsa-miR-100*	AATF	50	2	0.177962	8.940774	21.141329	5.760713e-26	-0.02939	-0.421856	0.675014
hsa-miR-100*	AATK	50	2	4.378893	7.082496	13.470821	6.315897e-18	0.181245	2.09258	0.041698
hsa-miR-100*	AB074162	50	2	0.016412	6.482352	5.211335	3.910671e-06	0.026251	0.128108	0.898598
hsa-miR-100*	AB488780	50	2	2.610866	6.693569	14.586244	2.893082e-19	-0.122151	-1.615817	0.112689
hsa-miR-100*	ABAT	50	2	0.51252	7.565095	8.337498	6.837632e-11	0.10701	0.715905	0.477518
hsa-miR-100*	ABCA1	50	2	1.327853	4.439506	5.10991	5.538717e-06	0.164925	1.152324	0.254895
hsa-miR-100*	ABCA11P	50	2	0.002013	4.217614	5.804372	4.982015e-07	-0.00537	-0.044865	0.964401
hsa-miR-100*	ABCA12	50	2	0.007923	2.013596	3.445349	0.001194	-0.00857	-0.089011	0.929444
