symbol	GSM2774694	GSM2700245	GSM2774692	GSM3685853	GSM2226785	GSM2477389	GSM3936840	GSM2226791	GSM2700243	GSM3685848	GSM2477394	GSM2226789	GSM2226786	GSM3685849	GSM1855318	GSM2226784	GSM2700241	GSM2226792	GSM2774696	GSM2226788	GSM2700240	GSM3685850	GSM1855317	GSM3685851	GSM1855321
hsa-miR-106b	6.750730226	6.676807774	6.549112245	6.819559188	6.504993465	6.806992402	6.512986884	6.884751971	6.238537215	6.479496691	6.648953414	6.437730744	6.738946397	6.174058924	6.423935343	6.787460244	6.45603627	6.742007691	7.003302593	6.443547025	6.386517233	6.693396208	6.621455986	6.490850873	6.939454461
hsa-miR-106b*	3.708174001	3.556740304	3.074650218	3.314226302	2.938103086	2.610752566	3.241193015	3.379087511	3.15777857	2.906944755	2.911821774	2.937791214	3.093218753	3.473256629	4.197533573	3.338773999	2.921537283	3.525408871	2.766111272	2.988987275	3.18088972	3.134966442	3.178369685	2.860024187	3.099705573
hsa-miR-107	3.434467067	3.716719361	3.583890466	3.353867406	3.407015332	3.513394881	3.309902556	3.649286009	3.373985591	3.412989803	3.738004818	3.09823167	3.619226008	3.324770923	3.180926575	4.171321859	3.461176959	3.186409231	3.645042288	3.149704726	3.410556888	3.653042037	3.367340905	3.518919195	3.445712471
hsa-miR-10a	2.374140728	2.13782135	1.591329239	1.928065886	1.325260748	1.99303904	2.199739337	2.167484103	2.08033838	2.186925119	2.006598016	2.158052233	2.084178408	2.125907307	1.945883887	2.218181024	2.480878141	2.091796843	2.290233375	2.960309826	1.698290073	1.990426604	2.375216022	1.658173102	1.690679703
hsa-miR-10a*	2.473046315	2.434988229	1.973631277	2.045964857	1.955027901	2.357976482	2.86911438	2.388708105	3.137609112	2.820627679	2.401258985	1.964882081	2.098327335	2.361552306	2.837281272	1.909525276	1.985861175	2.053171769	2.082186784	2.21464028	2.460166195	3.145393703	2.74410951	2.065251893	2.507625727
hsa-miR-10b	3.558812652	3.324458614	2.992897633	3.336642525	3.005645597	3.067879045	3.043579052	3.154815374	3.837335532	3.221377319	3.157868442	2.77480253	3.104752402	3.025110292	3.405484481	3.148003784	2.934601967	3.038446787	2.362098697	3.232078896	3.274299708	2.98053372	2.955002107	3.119595319	3.344282427
hsa-miR-10b*	6.513154765	6.730250257	6.718346496	6.964461684	6.246049166	6.015208768	6.846377875	6.89043722	7.032070325	6.379135322	6.851613122	6.505657442	6.087451204	7.385150299	6.175962626	6.415613403	6.779637227	6.549125423	6.889565908	6.406534932	6.933203841	6.391862297	6.408236649	7.184218245	6.53683508
hsa-miR-1178	5.18620671	5.049600972	4.976449844	5.368993994	5.39011857	5.406086709	5.225143308	5.41972978	5.14835388	5.463969959	5.264869928	5.443543743	5.1790905	5.242407187	4.814963579	4.910955422	5.23632146	5.150325255	4.751012316	4.897221976	5.037902155	5.013039443	5.23643169	5.433643072	5.209289212
hsa-miR-1179	5.25225992	5.218084056	5.70566368	4.852404507	5.469112975	5.826025272	5.255029465	5.84590695	5.465337109	4.981066609	5.829322152	4.92940456	5.260156235	5.293143404	5.28484358	5.646373711	5.360048558	5.956321389	5.837546475	5.532071824	4.466303388	5.850444256	5.385216455	5.164117702	5.66373621
hsa-miR-1180	4.640547172	4.797956295	5.125557158	4.869947696	5.16130181	4.78428044	4.915695633	5.104288194	4.560486882	5.179716358	4.463170005	4.831888904	4.941207681	5.105595263	4.894011206	4.982483566	4.95124644	5.168581995	4.487317028	4.162335518	4.819092473	4.849267832	5.185528349	5.029277701	4.978143206
hsa-miR-1181	8.206482331	7.977017281	8.068469786	7.779666008	7.708437004	7.845092274	7.812442082	8.039403513	7.901814239	7.905368333	7.905979882	7.89309131	8.270619965	7.911555592	7.588969611	8.175910118	7.668870264	7.97145902	8.03754672	7.822364149	7.614768115	7.777460532	7.749801452	7.973842473	8.066349299
hsa-miR-1182	2.169289514	2.447863678	3.206969748	2.875256478	3.113250348	2.5797559	2.512680081	2.680101516	2.452306763	2.655868138	2.698090393	2.610286372	2.455878775	2.448129548	2.781032443	3.175170096	2.456995623	2.867383799	2.821951842	2.936319901	2.537000048	2.71848213	2.689676347	2.560100809	2.756856593
hsa-miR-1183	7.094555272	6.968319221	7.40626728	7.334623898	7.441482391	7.258280672	7.042037494	7.378584507	7.176457818	7.046659738	7.210152414	7.370524147	7.444538412	7.257686166	7.390107362	7.160748162	7.013390341	7.481041595	7.306569947	7.17421574	7.086867789	7.446215084	7.247457485	7.458251335	7.122351613
hsa-miR-1184	8.175887236	7.630207661	7.81752707	7.706382856	7.930806415	8.129776988	7.540997341	8.12981101	7.616563686	7.616455145	7.888669919	7.771232497	7.625779752	7.455323125	7.95463719	8.13294719	7.419766359	8.040133891	8.057600042	7.998270555	7.616289114	7.847187225	7.872178896	7.635887823	8.257854002
hsa-miR-1185	6.63771588	6.345391427	6.651089138	6.173966487	6.633920582	6.588393759	6.153082618	6.638857123	6.466653616	6.044768697	6.470228239	6.474043407	6.423629467	6.108038093	6.504795903	6.647697139	6.041349486	6.670801445	6.655372085	6.338109877	5.900376351	6.625601111	6.528662383	6.544627726	6.653941717
hsa-miR-1197	6.172242859	5.996339738	5.871844918	6.136720324	6.04058675	6.259543954	6.130527002	6.132861318	6.234151518	5.911845764	6.267722647	5.949629253	6.218821869	5.946366401	5.931799891	6.183258424	6.09738041	6.486618911	6.143853526	5.928739869	5.817145739	6.174360219	5.88562036	6.629551157	6.153165576
hsa-miR-1200	6.787883674	6.573063422	6.677062492	7.102457877	6.464254149	6.494549432	7.076922958	6.702162588	6.896711373	6.820432415	6.907643475	6.901142902	6.480938863	6.86397996	6.052997201	6.68252792	6.999682514	6.573798763	6.823782672	6.316054708	6.802631626	6.775076538	6.860795403	7.29583164	6.755063437
hsa-miR-1201_v15.0	7.714056947	7.780646041	7.44978449	7.739021939	7.71161738	7.5853031	7.493916434	7.753384605	7.899019698	7.872427589	8.31531644	7.447555125	7.79046362	8.060925166	7.646734109	7.702487925	7.464179041	7.545684946	7.8675481	7.756082436	7.763232496	7.605423177	7.525090065	7.916690115	8.052122698
hsa-miR-1202	2.490928597	2.351062346	2.765110098	2.491153961	2.874154036	2.540388584	2.732925742	2.65924458	2.96258361	2.575120601	2.460932075	2.612553855	2.710382677	2.2896768	2.942484205	2.766724747	2.705806925	2.599914804	2.809814645	2.881898063	2.532029246	3.034299566	3.30884383	3.627654643	2.595988414
hsa-miR-1203	9.057306373	8.822718843	8.978578935	8.690778065	8.914004525	8.828047937	8.765679716	9.011861741	8.653407478	8.785279252	8.86854409	8.865630933	8.985537844	8.545957415	8.627534746	8.973059351	8.457118356	9.091954574	9.069830418	8.859663312	8.419594077	8.92930158	8.588244059	8.398849474	8.912237329
hsa-miR-1204	7.771230256	8.317166237	8.197099469	8.566271796	8.187967115	8.02508144	8.1984112	8.285977525	8.439063179	8.444434823	7.478970556	8.410827669	8.352181208	8.237233871	8.062822012	8.305310888	8.019964204	7.92302388	8.163753163	7.513062874	8.516984874	8.268990512	8.146839609	7.618252528	8.212988827
hsa-miR-1205	7.413575638	6.921229635	7.144085123	7.468644891	6.667803245	5.651884409	6.184515623	7.192373282	6.628402114	6.575893851	7.131187867	6.598069325	6.959519173	5.01869673	5.805965041	7.412692543	5.7536329	7.492195137	6.93680279	7.370914532	5.823165311	6.317815948	6.083570338	6.841436213	7.888085716
hsa-miR-1206	6.101564233	5.980859217	6.120934955	5.682345751	5.965218547	6.427085535	5.840379609	6.061595798	5.797684157	5.79690581	5.906726775	5.922934407	6.331647719	5.743651561	6.046918767	6.192372394	5.834418781	6.064276981	6.213269741	5.778654211	5.57402912	5.880555869	5.949187566	5.914048129	5.956368684
hsa-miR-1207-3p	8.453021351	7.269048187	8.107532411	8.284987845	8.255123293	7.404694925	8.706060539	8.445989001	8.268006622	8.951770547	7.703256679	8.904945364	8.547895472	7.920978856	8.245923233	8.113448358	8.353619265	8.022103258	8.409684672	7.497708295	7.813050066	8.879929838	7.550643404	7.155712762	8.686063093
hsa-miR-1207-5p	5.168915222	5.377811475	5.544741292	5.542309575	4.87369432	5.646511954	6.209664259	5.140252755	5.544239465	5.12175485	4.991863848	5.898671694	5.708534818	5.82863121	5.668278953	5.598923613	5.447512464	5.011294576	4.92111503	5.123604131	6.145103838	5.44382164	5.160119196	5.400744606	5.360934161
hsa-miR-1208	3.874207505	4.121506472	4.166676427	4.518169427	3.98223799	3.584179635	4.54867914	3.757793432	4.138912685	3.683659647	4.2124836	3.915666968	4.447072408	3.673646453	4.059912861	4.381243251	4.776976241	3.855167723	3.974574651	4.062346443	4.414609441	4.364662914	4.18690764	4.500914347	4.763316304
hsa-miR-122	1.792547332	2.005419288	2.346785254	1.901133937	1.626735995	1.743681037	1.748637794	2.179227244	1.856416575	2.285192885	2.146869574	2.476610041	1.73756186	1.732036252	2.124565495	1.690547767	1.875254772	2.196031732	1.886479263	1.921595342	1.644323166	1.812440988	1.940693792	1.91828744	1.942664616
hsa-miR-122*	1.585006665	2.243564588	1.466989374	1.994859541	1.854547686	1.665879351	1.791539569	1.429502393	1.742549359	2.071960787	1.80123336	1.597226941	2.012274076	1.937133337	1.68220563	1.758649248	1.829191462	1.667085826	1.743847058	2.051954438	1.636620183	1.59537103	1.627963206	1.526989387	1.857536185
hsa-miR-1224-3p	3.597110824	3.214911617	2.923155557	3.378421837	3.128714784	3.773324907	4.120978587	3.630044127	4.216752282	3.668429715	4.113189971	3.762837011	3.299209188	3.051042636	3.263730193	3.552062751	4.224145824	3.302716915	3.45243801	3.700880932	3.214488955	4.287037771	3.222941265	3.373806855	4.321089429
hsa-miR-1224-5p	4.778188524	5.21491516	5.071673019	4.903143013	4.600698419	5.300404444	4.884228189	5.235638482	5.125201458	4.589244064	5.090513213	5.119299095	5.159381382	4.899710996	4.816861445	4.655774522	4.963706697	4.997180165	4.298079507	4.896744078	5.117692365	4.666955684	5.010516351	4.570526118	4.75576917
hsa-miR-1225-3p	5.631857419	5.308627234	5.859248723	5.447307024	5.521437268	5.323544273	5.442390654	5.762252552	5.540520334	5.558970793	5.745282387	5.212905522	5.363432262	5.246023041	5.849211484	6.022740864	5.566341425	5.887283332	5.9076205	5.482810088	5.455262007	5.644529543	5.740321891	5.633810189	5.577263138
hsa-miR-1225-5p	3.51459088	3.240301764	3.726706946	3.378979276	3.445500843	3.157024217	3.60180885	3.625102898	3.472254933	3.308215829	3.134612688	3.268942519	3.403017752	3.70645976	3.54789452	3.741539435	3.612177538	3.369671073	2.98819046	3.544114965	3.279777521	3.87005333	3.480161895	3.33079576	3.430260298
hsa-miR-1226	4.577769047	4.513743477	4.934959768	4.901836684	4.520321875	4.390602704	4.977766011	4.671542873	5.005257452	4.941278837	4.819489377	4.611234879	4.933415391	4.636853391	4.722099254	4.851474471	4.876202178	4.141925057	5.211383644	4.657787908	4.78004875	4.927204093	4.739757553	5.253232988	4.669104526
hsa-miR-1226*	2.337075192	2.477915932	2.161859039	1.969512789	2.537049565	2.721347384	2.136646867	2.199867898	2.993807272	2.024430538	2.252954149	1.975474062	2.572352926	2.568935259	2.579911504	2.483476532	2.421492403	2.625619421	1.897546767	2.171256227	2.459268776	2.518446394	2.253819944	2.787052365	2.438110287
hsa-miR-1227	8.602537617	8.45387642	8.833551832	8.607499701	8.834175769	8.702281005	8.484444475	8.455780545	8.593895285	8.626963651	7.914853912	8.384132977	8.587472163	8.243915393	8.75400839	8.439289659	8.368530634	8.636506972	8.420898348	8.148251258	8.398022039	8.440542776	8.410281946	8.25731746	8.55476379
hsa-miR-1228	3.048769802	3.118552247	2.871398356	2.73929251	2.931631849	2.808837166	2.60145104	2.628534481	2.354884516	3.191151954	2.924146792	2.722777638	2.680223286	2.783683816	3.265383242	2.577014775	2.517723429	2.944965711	2.800101839	2.825547253	2.460166195	2.865343554	2.633672668	2.85811156	2.839182339
hsa-miR-1228*	2.125359605	1.842192334	2.380561923	1.89002963	2.247060114	2.547929461	2.183769521	2.532606047	2.120212447	1.855925269	2.003755428	2.122441211	1.892821448	1.765917101	2.376200221	2.199387198	2.43535928	2.228292154	2.78909721	2.029364786	1.964344902	2.065929369	2.014357359	2.450642334	1.790324162
hsa-miR-1229	5.655191406	5.44990794	5.098336354	5.227493541	5.273287697	5.284814326	4.901746555	5.333827278	5.329451002	5.1865001	5.431787814	5.016118912	5.398016427	4.093892719	4.766161994	6.033680984	5.272133046	5.603760525	5.554114145	5.543601485	4.897162246	5.124768412	4.625287634	4.802672583	5.950548454
hsa-miR-1231	6.443070648	6.471676888	6.386842659	7.258525384	5.967633565	5.918492288	7.040022217	6.214399912	6.992795648	6.735584594	6.920233862	6.600082465	6.117788982	7.215629251	6.287215775	6.112605126	7.657968706	6.183899743	6.683881604	6.449102076	7.841665884	6.36552526	5.649728644	7.762523483	6.187601662
hsa-miR-1233	3.10930252	3.041011989	3.368646446	3.081369344	3.170799924	3.16462842	3.194077989	3.652635433	3.460400843	3.215270048	2.900537679	3.161299122	2.801840192	3.459154991	3.42761241	2.891962119	3.151958373	3.19674517	3.357936615	3.564557297	3.53594884	3.249741545	3.355467964	3.243424898	3.041275127
hsa-miR-1234	6.424714071	4.811958236	4.73427893	5.160878312	4.978091173	4.287077265	5.361504532	4.539636153	5.014517274	5.072180723	5.268708008	4.659014919	4.751677998	4.553651847	5.816957672	4.778529088	4.083887914	5.232696639	5.059228536	4.818341951	4.70043293	4.241234094	5.52116746	5.419825847	4.687344144
hsa-miR-1236	2.534064995	2.9117496	2.908033199	2.817367016	2.805020678	3.150809449	2.738225079	2.669185008	2.703296565	2.548640371	2.84023008	2.850747839	3.084169892	3.089208681	2.901833874	2.722343875	2.732668865	2.684785544	2.769383332	2.751144166	2.885504548	2.575583698	2.779265674	2.873654694	2.479424811
hsa-miR-1237	4.832923421	4.951989733	4.717976342	4.579005572	4.892656082	4.861000311	4.590566958	4.641306319	4.733197304	4.936572469	4.512621781	4.537133007	4.300834928	4.628637479	4.480327504	4.835806836	4.747425223	5.037172582	4.618285167	4.071597216	5.13280733	4.874621359	5.057016152	4.612970403	4.92404508
hsa-miR-1238	7.618379986	7.280973869	7.220720521	7.585884598	7.359255937	7.122139421	7.513996789	7.338072351	7.463745942	7.490201394	7.583675401	7.292189275	7.440398662	7.620688887	7.298216117	7.036791831	7.606399362	7.551867093	7.438747763	7.594278021	7.34349428	7.308916289	7.425704655	7.848453963	7.351112841
hsa-miR-124	4.395485211	4.461908236	4.200381343	4.14424504	4.196671865	4.240209895	4.460765754	4.291466432	4.45959854	4.157980684	4.12669451	4.585403615	4.400216256	4.220087791	4.199245826	4.637205979	4.40694633	4.590597429	4.707650238	4.815757194	4.097681767	4.371918617	3.997367826	4.590896407	4.153877688
hsa-miR-124*	4.855384924	4.780076331	5.054845741	4.804775015	4.82470035	4.842810834	4.271436457	4.688355102	4.433389966	4.682893385	4.557077958	4.998660541	4.731089595	4.290344512	4.875265054	4.8642773	4.863687109	4.709431776	4.473952238	4.916106505	4.3838928	4.4647806	4.581941712	4.459234094	4.651166598
hsa-miR-1243	6.617283464	6.628722468	6.76905083	6.341848668	6.496274183	6.446670969	6.424353224	6.584232045	6.546562761	6.777481034	6.393401975	6.494691607	6.56676478	6.812446606	6.596486405	6.452857201	6.380205319	6.292836892	6.866893694	6.787230789	6.355301348	6.503864776	6.418283299	6.43314022	6.684432137
hsa-miR-1244	6.932707288	6.761345964	6.775023879	6.686988845	7.041485129	6.859981475	6.287081264	6.548811789	6.556860103	6.593096766	6.917361178	6.838287653	6.984645432	6.549703106	6.908295429	7.06359253	6.601427916	7.208446302	7.018351732	6.74466874	6.621893943	6.587246362	6.60139984	6.77548654	7.163601461
hsa-miR-1245	3.456611317	3.440752379	3.918280876	3.435250055	3.293686272	3.394948187	3.325433345	3.651225618	3.439349829	3.633097678	3.227435557	3.535345292	3.705515372	3.422289684	4.093578293	3.530747442	3.536491504	3.388511067	3.190317656	3.700648444	3.638756684	3.801959526	3.608169272	2.658979668	3.577693153
hsa-miR-1246	2.399236164	3.139493368	2.816758867	2.528826209	2.72633638	2.880221537	2.310928562	2.896051023	2.640798424	2.818607303	2.713059528	2.869311543	2.436481135	2.936372455	2.779285618	2.860889742	3.093115622	2.92355644	2.92433941	2.46305568	2.809034859	2.664431085	2.654240256	2.869582994	2.570820644
hsa-miR-1247	4.594564786	4.301556307	3.876376633	5.141906577	5.448618033	5.068369694	4.421144167	4.535856735	4.201706738	4.419629696	4.901686524	4.4980246	3.64977306	4.310085418	4.549867974	4.412520405	4.277118679	4.052448578	4.338443488	4.432404296	5.391645473	4.303199139	4.444683839	4.97694091	4.507155989
hsa-miR-1248	4.427251398	4.384272371	4.098756177	4.274293539	4.335823197	4.41942497	4.884171253	4.552713738	4.642680893	4.665111642	4.52796859	4.296037435	4.666919164	4.185415059	3.75522117	4.477772101	4.476248399	3.726518079	4.337900907	3.130046683	4.506918326	4.326061729	4.604064153	4.578069348	3.969727736
hsa-miR-1249	6.053008019	5.721935977	5.725648186	5.978497389	5.941238373	6.14185079	5.913768992	6.176529505	5.729008635	5.95362949	5.87454625	5.863738145	5.836742994	5.454962017	5.657590532	5.591048868	5.472005182	6.124531918	5.734455048	5.891877075	5.579506627	5.643806889	5.665285347	5.504938031	5.751761873
hsa-miR-1250	4.871883915	4.061662203	4.590564431	4.703732007	4.679521143	4.916010681	4.28216979	4.376723373	4.925482889	4.290229479	4.079186692	4.310943689	4.428097856	5.03516866	4.271734736	4.198715839	4.315264191	4.692047415	5.137919029	4.062792365	5.982395057	4.727625308	4.73810129	5.33336625	5.055782532
hsa-miR-1251	6.331711358	6.456060354	6.905427627	6.707549699	6.414475669	6.25891187	7.195298191	6.087325282	6.610772733	6.618112298	6.028745489	6.89595219	6.607915354	6.077010188	6.505923789	6.172120308	7.044053711	5.992512034	6.400284825	5.799748797	7.029289315	6.6769639	6.783173093	6.520864343	6.650661936
hsa-miR-1252	4.187290833	4.529468808	4.652954269	4.00974989	4.531549689	4.206995757	4.277517427	4.555680398	4.77071499	4.609786386	4.540851645	4.666493247	4.398221015	4.810463001	4.293927599	4.980964205	4.718212	4.531477696	4.430034004	4.666172632	4.526438055	4.911905201	4.588320612	4.0704024	4.624902993
hsa-miR-1253	3.37098397	3.614232677	3.737065341	3.196874437	3.695344568	3.215898328	3.544284608	3.738396866	3.62742264	3.650560014	3.755507718	3.694224568	3.531666598	3.930834075	3.358325825	3.957019033	3.7273599	3.451618424	3.416882546	3.835347543	3.439028402	3.601587525	3.584132937	3.834727743	3.241963379
hsa-miR-1254	4.283904257	4.486490028	5.078607588	4.670352301	5.105699497	4.206995757	4.981742879	4.479381913	5.128834878	4.886364677	4.678788338	5.186221007	5.041504393	5.394686484	4.365838053	5.518514971	5.299029571	4.742403501	4.625359645	5.037264002	4.889645177	4.982101631	4.788080018	4.697563591	4.691174091
hsa-miR-1255a	4.607878298	4.86031012	4.759026236	4.700197717	4.68824315	4.598211694	4.716340568	4.540568239	5.046366763	5.088259363	4.528843301	4.719650166	4.69654936	5.107974334	4.470938049	4.59856013	4.908561826	4.57762225	4.953640527	4.497445079	4.44197316	4.551984875	4.998500718	4.696090717	4.920856656
hsa-miR-1255b	2.97710508	3.035677734	3.264060664	3.173998495	2.985309414	3.235232623	3.142956938	2.871794386	2.662062934	3.286809495	2.592012565	3.131227001	2.866121203	3.205361348	2.956625958	3.079876464	2.940816486	3.492118988	3.18644608	3.378710125	3.262445728	3.014224975	3.367340905	2.813485355	3.621720013
hsa-miR-1256	6.06564475	5.920698295	5.74199685	5.552332868	5.53919823	6.033592148	5.669854137	5.641805139	5.927776569	6.343780013	5.503853476	5.685774553	5.919996253	5.648209088	5.436998996	5.68543338	5.647652897	5.882918238	5.034851597	6.113010158	5.342801377	5.504951291	5.755607477	5.79191622	5.832332054
hsa-miR-1257	3.042960079	3.56431228	3.013816276	3.433151876	3.292732218	3.449934104	3.616392505	3.055021165	3.185361463	3.45445392	3.046936263	3.464761848	3.210147351	3.323290557	3.202832626	2.969827704	3.260176771	3.592642799	3.276960608	3.603961719	3.34456975	3.380880587	3.236241604	3.31758135	3.533813337
hsa-miR-1258	2.970047886	2.437799574	2.598266025	3.528136899	2.468218154	2.239279787	2.212610271	2.966549236	3.192622039	2.451071181	3.157868442	2.707525218	2.969530198	2.711423926	2.628365323	2.877633251	2.969174358	3.094737748	2.971150797	2.397340121	3.697239574	2.84911536	2.669778543	3.971569676	2.917639374
hsa-miR-1259_v15.0	5.641460692	5.71125007	5.995908824	6.332713155	5.590242589	5.292835938	5.882829298	5.697125388	5.882665035	5.685414667	5.956541034	5.475092472	5.50075419	5.658107577	5.348734256	6.259616182	5.930009129	5.52258689	6.121739993	5.583128015	5.791816835	5.95397044	5.629325252	5.997904472	5.985620103
hsa-miR-125a-3p	5.851035269	5.822110085	5.608994568	5.714949285	5.872898037	5.889281608	5.621503245	6.028392644	5.574059174	5.575391703	5.883481577	5.67255598	5.807078038	5.774326341	5.62715763	5.4785402	5.746878469	5.795726762	5.996480495	5.527354971	5.487746618	5.860037002	5.606029938	6.094022013	5.648303749
hsa-miR-125a-5p	6.600191733	6.550860322	6.324379826	7.196431377	6.352286659	6.259074961	6.890327966	6.117300422	6.991067134	6.465623528	7.023612853	6.459130645	6.257171809	7.254883067	6.647498164	6.335447135	7.138382175	6.273685813	6.761904067	6.457925266	7.118687866	6.510847508	6.51758889	7.545313698	6.629865326
hsa-miR-125b	8.110779168	7.964797055	8.005006705	7.899405079	8.221173661	8.206111828	7.502963362	8.0664852	7.673709526	7.595033424	8.18784554	7.769877222	8.100357063	7.733151255	8.071863665	8.102405129	7.628940385	8.486896349	8.298874677	8.171404801	7.354215043	8.073342842	7.818184103	8.014596979	8.402153827
hsa-miR-125b-1*	6.440347719	5.631996234	5.854558341	5.227493541	5.967555269	6.024244215	5.512808943	5.687731226	5.701783836	5.209683064	5.760067357	5.455867969	6.032627627	5.725052645	5.179640702	5.970367462	5.525238882	5.986617091	6.168801856	5.521862859	5.312347319	5.662248619	6.0149116	5.97014838	6.042945046
hsa-miR-125b-2*	6.991825013	6.635410033	6.916985197	6.740076396	6.849385753	7.107751303	6.664995525	6.709694796	6.686781288	6.660694426	7.04849822	6.625630956	6.990376476	6.701078951	6.834339442	7.050372791	6.570006472	7.197353203	6.966091525	6.883860004	6.413016272	6.991044235	6.945959157	6.819048469	6.96802887
hsa-miR-126	6.156192567	6.617836381	6.691636706	6.7922242	6.306580511	6.629020351	6.719162838	6.309195056	5.956154518	6.651386636	6.159993677	6.766631501	7.389937743	6.612701301	6.537027465	6.451630997	6.353919568	5.795959034	6.318392285	5.463112845	6.889476913	6.606073568	5.928649896	5.670927792	6.863363419
hsa-miR-126*	4.539235202	4.061706336	3.798634911	5.033743856	4.446466784	4.802891396	4.916967717	4.699109066	4.96711691	4.407623075	4.678788338	4.198898825	3.884980605	4.510075802	4.043690343	4.287948183	5.144912679	5.063082288	4.829809972	4.938759996	7.57347781	4.642909933	4.792155315	6.116201715	3.963134337
hsa-miR-1260	5.63194251	5.770805806	5.479759298	5.211439068	5.635066207	5.694478087	5.412877734	5.641189747	5.125986874	5.310128604	5.073376233	5.416518892	5.606667243	5.314125198	5.594508749	5.714203524	4.915487759	5.34246164	4.977735912	5.060172743	5.618220235	5.621782259	5.936238769	5.327877594	5.571690173
hsa-miR-1261	3.02231841	2.621590197	3.301405962	2.801137376	3.104653642	2.748256197	3.329070602	2.202493001	3.030287325	3.236118018	3.108353777	3.703187957	3.193634929	3.058410101	3.806697128	2.779650799	2.810366521	3.59939745	3.401550124	3.227607236	2.58403337	3.350874628	2.871266986	2.689798592	2.797838807
hsa-miR-1262	4.297255357	4.500517982	4.381512554	4.18113256	4.547215513	4.477039367	4.373241575	3.953868574	3.693388427	4.549734603	3.916883257	3.947346523	4.05875231	4.417365328	4.25444777	4.183869374	4.689822602	4.578879803	4.142938253	4.553362717	3.677269548	4.550187847	4.507391353	4.196703052	4.180745093
