symbol	GSM1855319	GSM1855320	GSM1855322	GSM2195410	GSM2195411	GSM2195412	GSM2195413	GSM2195414	GSM2195415	GSM2226787	GSM2226790	GSM2226793	GSM2477390	GSM2477391	GSM2477392	GSM2477393	GSM2700244	GSM2700242	GSM2774691	GSM2774693	GSM2774695	GSM3685852	GSM3936838	GSM3936839	GSM3936841
hsa-miR-106a*	7.799766036	7.623209456	7.984369877	6.715086845	6.601725593	6.626933746	6.880832603	6.415462119	6.743675811	5.84847737	5.813751552	5.854712861	5.858061181	5.864571102	5.946785139	5.938384526	8.065822663	8.273564812	5.805359662	5.858119603	5.904709391	7.438038157	10.35675954	10.04527811	10.2145002
hsa-miR-106b	5.927862999	5.982986791	5.91058178	5.881345794	5.85736757	5.912806296	5.775086215	5.81321596	5.991341208	5.749614652	5.74375128	5.758030694	6.383079408	6.386980602	6.429755246	6.595084976	5.733137912	5.839049962	7.303230732	7.323518686	7.665926361	6.249997184	5.783593942	5.707073632	5.721502292
hsa-miR-106b*	6.516547081	6.356794755	6.585569715	5.771097783	5.816525357	5.742235778	5.792937484	5.795174399	5.743342743	9.610532813	9.589001114	9.339767612	5.73172478	5.742715335	5.745322563	5.798626466	5.753286658	5.739683973	5.823872462	5.924126314	5.847123425	6.462250906	7.062088895	6.670712353	6.674248235
hsa-miR-107	7.10329289	6.786183426	7.211362455	5.761888101	5.736784533	5.751564111	5.736110197	5.735283325	5.737603661	5.72644272	5.889656447	5.81028865	7.721566838	7.294081928	7.435086805	7.594382306	5.837597291	5.790821678	5.90850106	5.881975406	5.870585607	6.339569994	6.176793815	5.964609787	6.278932821
hsa-miR-10a	6.124672357	6.013323847	5.889428168	5.806787107	5.917788343	6.050043664	5.761767995	5.825321996	6.005143793	5.785788774	5.802349331	5.733825446	5.754367346	5.718641438	5.712460138	5.723566167	5.784647952	5.809963689	5.807507184	5.83392346	5.761224247	6.462250906	5.783593942	5.757073757	5.721502292
hsa-miR-10a*	5.955433712	6.397055955	6.103693052	6.742187542	6.861293033	6.433554132	6.390493718	6.709249963	6.864325124	5.817527539	5.81028865	5.74745751	5.760573333	5.741622889	5.783155986	5.74916975	5.858119458	6.064908415	5.862901151	5.790593164	5.805696127	6.716052311	5.756542118	5.784171152	5.745420014
hsa-miR-10b	5.775248853	5.806131922	5.848323975	6.297206677	5.783239791	5.804108331	6.274736098	5.778273205	5.855944562	5.794069053	5.792794482	5.768977063	5.742755212	5.780386245	5.721656189	5.738901981	6.057974268	5.964900386	5.807507184	5.880644044	5.821972672	6.949377254	5.857270901	5.793362324	6.121763823
hsa-miR-10b*	6.264264715	6.261266887	6.308771307	6.097155984	6.247500381	6.437235363	6.223824605	6.154430954	6.316910545	5.802226627	5.789423139	5.782360386	8.420601398	7.162398109	7.456362674	7.495869041	5.76284395	5.739683973	5.804236829	5.774836033	5.792939277	6.133896721	5.783593942	5.876993904	5.783593942
hsa-miR-1178	5.977136039	5.878939698	5.879855304	6.10179814	6.248712574	5.917788343	5.818422124	5.84708254	6.015552678	5.712071456	5.737794815	5.703937461	6.26998288	6.43104053	6.277185592	6.328393908	6.009239183	6.284491054	5.886486033	5.78348145	5.792501057	7.4977937	5.748072976	5.774979979	5.733766272
hsa-miR-1179	6.103693052	6.038407393	6.122593031	5.846357623	5.935018135	5.844913319	5.956269375	6.054463743	5.901858241	7.71521849	7.841354726	7.863050579	5.765404695	5.733060653	5.872817826	5.723023538	14.37072944	13.93271001	5.799609404	5.880644044	5.872685609	13.31074191	5.823907806	5.876993904	5.839490334
hsa-miR-1180	7.00646416	7.364789568	6.951185292	5.745150737	5.764514506	5.745752732	5.772038294	5.736256107	5.736707863	5.752007249	5.720508815	5.869196867	6.042560827	6.062052807	6.16403457	6.039777183	6.174076815	6.009239183	5.878633858	5.808886169	5.831982057	7.031540333	5.710668269	5.720893678	5.721502292
hsa-miR-1181	6.904270471	6.908701735	6.878952809	6.143423511	5.967908025	5.987204609	6.07708076	5.840844171	5.89077067	5.770189052	5.735703021	5.733825446	5.829626379	5.853610341	5.846136794	5.89384761	8.507528579	8.875307795	10.47774393	10.35084451	9.946986051	8.541566125	5.994083752	5.902651083	6.257572108
hsa-miR-1182	6.017393158	5.829245855	6.07841957	5.81110882	5.775138542	5.823358643	6.064098287	5.733164867	5.733164867	5.739261161	5.727687021	5.740345717	6.148532585	6.145360146	6.030999843	6.157954137	13.05338016	13.42247443	5.975578129	5.803439351	5.842070115	12.60499546	6.066275017	5.967274317	6.057097849
hsa-miR-1183	7.490661102	7.524744341	7.376535558	5.877300023	6.003108999	5.936612019	5.839433738	6.028111006	6.1358728	5.793502676	5.785343603	5.782235942	5.725437998	5.724764065	5.71155958	5.720753766	8.159621585	8.194923404	5.946806427	6.01347003	6.100335174	8.358252874	7.115084865	6.787954265	7.311784277
hsa-miR-1184	5.934082168	5.881424175	6.036498114	5.917788343	5.977926595	5.986738502	5.873032961	5.968286013	5.928850802	5.770189052	5.785343603	5.722281133	5.75134618	5.775561623	5.781377418	5.777175006	10.55454136	12.78542532	5.876431228	5.820305898	5.84201856	13.39407089	6.61302258	6.657622442	6.387068625
hsa-miR-1185	6.232758016	6.181730718	5.942543577	5.849884953	5.881224824	6.083015813	5.818422124	6.125666079	5.951593302	5.713707537	5.713647779	5.773561959	5.87194759	5.795201767	5.800717684	5.835620218	6.164096203	6.226294038	11.9093212	12.29118748	12.52769487	7.254172894	8.931118538	8.645222353	9.643863332
hsa-miR-1197	8.290096943	8.285054035	8.291699492	6.83864669	6.748717863	6.704444951	6.515002672	6.387255914	6.618959934	5.745378411	5.725243538	5.690228664	5.76272302	5.715871264	5.7391782	5.720041002	11.67725738	11.70002082	6.146899133	5.995209307	6.086802218	12.32725819	5.973247063	6.246325333	6.094168592
hsa-miR-1200	7.824639343	7.66171734	7.895271143	6.276872136	5.962870882	6.058909338	6.327135964	6.07603456	5.885928139	5.785788774	5.754108942	5.782235942	5.849090404	5.844765833	5.908929916	5.810458103	7.220302479	7.07093124	9.169653539	8.480689084	10.13839976	7.588035344	6.137218963	5.954327353	5.954327353
hsa-miR-1201_v15.0	6.234124704	6.301286264	6.604306989	7.849389217	9.056743719	7.965048097	7.484802444	8.032261371	7.905120973	5.730393946	5.74132033	5.768268245	5.72346418	5.723576324	5.760256368	5.736743501	12.46922644	11.02152402	5.784521424	5.813369478	6.001670345	11.07170886	7.083521454	6.893349593	6.724567883
hsa-miR-1202	5.951270765	6.03362829	6.310587039	5.72127912	5.747294426	5.743725447	5.745247426	5.749690099	5.745760118	5.714780946	5.782366123	5.72805329	5.759767277	5.727635367	5.732609358	5.737990692	10.94125587	10.35277047	7.630056087	7.689007221	7.87572559	10.26032295	7.719843705	8.898613359	9.018558958
hsa-miR-1203	6.717560014	6.798631323	6.352676044	5.90350458	6.010587092	6.400124758	5.991840901	6.531991593	6.374271458	5.753850893	5.770189052	5.78010987	5.789685737	5.971489594	5.888956811	5.789174213	7.206530836	6.552548607	11.29611727	12.09613819	11.20437786	9.420120339	5.80337171	5.757073757	5.765011259
hsa-miR-1204	6.387205375	5.947026563	6.285733955	5.741381821	5.724569424	5.742235778	5.86435857	5.745752732	5.760295822	5.687937549	5.759815538	5.789078979	5.811703046	5.802451292	5.868335307	5.7919512	6.443504331	6.537096613	7.46966071	7.504526971	7.310275362	6.600151685	6.213103875	6.016201455	6.002202268
hsa-miR-1205	7.344042487	7.040480538	7.384263083	5.76164455	5.72330064	5.727155805	5.742542005	5.740694956	5.761888101	5.789645725	5.783331405	5.882051013	5.735754591	5.749001324	5.815771928	5.782210898	7.043852935	6.379964563	7.57690166	8.63138915	8.184751205	6.705871668	5.952426172	5.89478323	5.905430777
hsa-miR-1206	8.521730527	8.659965476	8.595536501	6.09064875	6.31351421	6.032868683	6.108272815	6.113510452	6.232707693	5.708194635	5.746937639	5.782235942	6.571316167	6.755710157	6.578999355	6.56054993	9.457695428	9.453010549	5.818331464	5.956107219	5.844840882	8.535807013	6.500927826	6.035774945	6.142218188
hsa-miR-1207-3p	9.7536417	9.633842531	9.815256721	5.73171391	5.73171391	5.732678337	5.729883486	5.741855155	5.808293732	5.73782126	5.745537202	5.739064869	8.613755813	8.810560816	8.891228298	8.832124009	8.799526077	8.984514806	5.797250539	5.813369478	5.804559455	6.380779617	5.923409729	6.575599616	6.705687134
hsa-miR-1207-5p	10.48862508	10.35830081	10.63425636	8.60870747	8.627068576	9.043134292	8.763895515	7.801153013	8.953340312	5.805515107	5.782415404	5.773122927	5.827378728	5.842076879	5.786716952	5.854138908	7.630210036	7.55676527	6.441380728	6.527373938	6.1214072	8.178628584	6.129512089	6.137218963	6.094168592
hsa-miR-1208	9.357545716	8.796995082	9.12719277	5.741381821	5.836179549	5.782465036	5.769463792	5.782465036	5.917788343	5.753850893	5.735703021	5.782235942	5.791624249	5.83949251	5.752246977	5.771118576	9.431591001	8.782449648	5.96476666	5.960056405	5.884346365	10.7473739	8.239977469	8.720824789	8.116246741
hsa-miR-122	5.963419932	5.997650624	6.003094208	6.001214765	6.698408413	6.969483884	6.216533737	6.649493878	6.689666916	5.841759531	5.833240782	5.871653653	6.430038453	6.390922945	6.321151436	6.444404624	6.546130377	6.412789904	5.824148971	5.871058826	5.814019064	8.669154533	9.843992067	10.78236972	9.887406048
hsa-miR-122*	5.83666395	5.878939698	5.859685184	5.734483864	5.724216316	5.745752732	5.729883486	5.808535419	5.785656832	5.996516267	6.062311385	5.941383734	5.725504512	5.715272925	5.825467592	5.708910483	14.66771983	13.61975943	5.829058842	5.875910979	5.806930503	14.370395	5.745420014	5.796711676	5.792072027
hsa-miR-1224-3p	7.830725226	7.906839332	7.485089773	5.792937484	5.752678419	5.823358643	5.778134137	6.22161621	5.825321996	5.766381918	5.770220157	5.78565746	6.419759679	6.317072357	6.379551749	6.605809883	7.151440363	9.460561566	5.89374645	5.792501057	5.837016804	6.711288029	5.797430478	5.771711613	5.806131863
hsa-miR-1224-5p	6.141727114	6.012555802	6.232758016	5.885928139	5.933879611	6.083015813	5.935173079	5.819644814	5.808293732	5.739261161	5.700972354	5.715948276	5.798128179	5.908414002	5.839051829	5.905473368	7.166107374	7.152847666	7.133502605	8.184307645	7.358891385	9.05598535	5.765011259	5.80337171	5.800550111
hsa-miR-1225-3p	5.977136039	6.175796999	6.103693052	6.469600494	7.249879471	7.158584049	6.515002672	6.547498068	6.780779821	5.753850893	5.754108942	5.789078979	5.765950017	5.72514434	5.719602761	5.715707669	10.70875383	12.62493642	5.830898585	5.806345411	5.837509112	11.0561247	6.483886265	6.409489701	6.455407056
hsa-miR-1225-5p	8.21103559	8.307920901	8.411827903	6.83864669	7.467924437	7.999281071	7.484802444	7.313993683	7.927022117	6.781906188	7.280229538	7.46998098	5.79056732	5.785468978	5.781723161	5.817496892	7.343856316	7.365160247	5.860314083	5.905361847	5.891293634	6.741706723	7.100418752	6.925772115	6.980148152
hsa-miR-1226	5.958604355	5.896697802	5.965266525	6.125666079	5.816525357	5.795174399	5.935173079	5.762532705	5.825321996	5.735910565	5.74132033	5.714012828	6.581700081	7.002119886	6.772199892	6.925629382	6.65161097	6.80128717	5.85608245	5.880644044	5.865127195	7.169752375	5.757073757	5.748792797	5.872672177
hsa-miR-1226*	6.468996875	6.704939135	6.103693052	5.755062305	5.873032961	5.831202464	5.769463792	5.812294907	5.825321996	5.712330927	5.735703021	5.722281133	5.893340505	5.98275201	5.938412369	5.873213513	11.70139332	9.746501154	5.837501043	5.806890428	5.82920185	10.74989823	5.869613067	6.016201455	5.765011259
hsa-miR-1227	7.251796136	7.410025628	7.004592836	6.810003368	7.128827406	6.787325291	6.479065525	6.741994452	6.741994452	5.802349331	5.775300314	5.841227967	7.233746325	7.492742766	7.374154679	7.343806296	9.785807117	10.55208209	5.968504266	6.094477876	6.193755799	9.723619946	5.720893678	5.717209043	5.721502292
hsa-miR-1228	8.701565709	8.372465223	8.527117808	9.732799089	8.434791366	7.554889082	9.126805452	7.120211547	7.001379604	6.640847562	6.429484444	6.674427807	7.086884798	7.179888621	7.064796036	7.198435995	12.98900128	12.54479153	6.568799714	6.604756473	7.000602362	9.318997011	5.748072976	5.774979979	5.717209043
hsa-miR-1228*	5.860356864	5.916376149	5.889160934	5.731979874	5.734966575	5.761077864	5.76314125	5.761930663	5.785335388	5.739261161	5.759815538	5.819725172	6.014405463	5.969000933	5.841073488	5.956728951	7.875701195	8.224566869	5.919727469	5.890624622	5.849971184	10.57509898	5.765011259	5.741014913	5.717209043
hsa-miR-1229	9.117620953	8.930958471	9.527053008	6.45048209	6.331620871	6.453228851	6.626280367	6.26129287	6.293819006	6.687784019	6.465841454	6.507663515	5.734073364	5.747707051	5.790583983	5.763400753	6.03440491	6.220374924	5.831410838	5.814848882	5.844161871	8.537478764	9.898985189	10.17929203	11.22927184
hsa-miR-1231	6.087372875	6.270222379	6.186347356	5.99008554	6.125666079	5.962870882	6.122329613	6.07603456	5.951593302	5.72644272	5.829029225	5.841227967	5.765619057	5.728933675	5.753654227	5.789782884	6.03440491	6.220374924	5.953338806	5.792501057	5.811750659	8.537478764	5.720893678	5.707073632	5.774979979
hsa-miR-1233	5.798540525	5.794532783	5.801795277	5.820696454	5.912435484	5.861815798	5.941810026	5.842311193	5.921438139	5.804342827	5.760523312	5.76885651	5.743531353	5.726407618	5.742413698	5.741320764	11.05917014	10.35198878	8.395069777	8.77113165	6.008538132	7.585533827	5.737839764	5.733377386	5.741279534
hsa-miR-1234	5.825226566	5.765311566	5.83599198	5.834605802	5.962870882	5.823358643	5.896153686	5.939684454	5.795174399	6.544449691	6.209135388	6.270633994	5.736329132	5.72005242	5.722233094	5.723394849	10.09840564	9.589090237	6.54150969	7.03589777	5.769269403	10.11351565	5.737839764	5.733377386	5.741279534
hsa-miR-1236	7.62648491	7.461192891	7.411962363	10.51323161	9.704691814	9.784426214	10.48938551	9.364949823	9.843589975	7.656365327	7.91313879	7.903229169	5.714733599	5.709292522	5.724233602	5.730156841	6.488383683	6.349327218	6.54150969	7.03589777	5.769269403	6.667016572	6.387442105	6.51888192	6.284233858
hsa-miR-1237	6.310280456	7.176503684	6.252296995	6.095024205	6.432108106	6.538653937	6.209553888	6.253496607	6.452344728	5.810319331	5.778613145	5.797592777	5.815282289	5.821045981	5.766922849	5.997013912	10.48174948	9.842796326	5.828868054	5.811653243	5.79246226	7.148830447	5.783593942	5.741014913	5.733766272
hsa-miR-1238	6.477093852	6.516947917	6.668766208	5.771097783	5.962870882	5.806787107	5.818422124	5.772038294	5.885928139	5.865192094	5.802349331	5.830297577	5.761347326	5.734014021	5.723394849	5.839057265	6.836345626	6.890246085	6.711623218	6.541052755	6.829864347	7.477654466	9.251491785	9.148963229	9.747570277
hsa-miR-124	6.301509134	6.326444989	6.361340272	5.702738688	5.71880901	5.711451415	5.786818387	5.747870296	5.746905315	5.708194635	5.754108942	5.694708873	6.911737737	6.960519656	7.022811277	6.81845293	7.322233073	7.225131842	5.818162934	5.863178722	5.889554828	7.588035344	5.757073757	5.836349595	5.733766272
hsa-miR-124*	5.798540525	5.806131922	5.832364816	5.819303279	5.94894583	6.043065368	5.765581886	5.832737143	6.028590695	6.839583986	6.829428849	6.849926609	5.738485806	5.714473481	5.792491834	5.774526616	7.007873775	6.629849482	5.786702604	5.798421098	5.792501057	8.231186211	5.825079844	5.765215576	5.800550111
hsa-miR-1243	5.825226566	5.821827759	5.821827759	5.917788343	5.855482149	5.939684454	5.831202464	5.873032961	5.951593302	5.802349331	5.707015558	5.81028865	5.751705626	5.783704666	5.844692469	5.784915635	7.109330733	7.195965594	5.793836576	5.83392346	5.872685609	7.32069469	6.241566512	6.227195136	6.224976671
hsa-miR-1244	6.016573558	6.046762926	6.226765777	5.728711494	5.739389486	5.761767995	5.769463792	5.716412956	5.743342743	5.753850893	5.807186414	5.756172743	5.722254327	5.716529767	5.730063807	5.716702129	7.601587064	7.611249828	7.081412851	7.390071217	7.665601728	7.533782134	5.954327353	6.267273826	7.398777549
hsa-miR-1245	6.441690709	6.598558015	6.345428877	5.771097783	5.771097783	5.772038294	5.786818387	5.725789832	5.743342743	6.282696247	6.13802263	6.105961003	5.794465649	5.84344181	5.859478834	5.905482335	8.154145505	8.060428405	6.049158208	6.23540607	5.975399767	8.250658689	7.952645179	7.640068081	7.902583369
hsa-miR-1246	5.867878945	5.853889061	5.821827759	5.712360714	5.702967826	5.727075414	5.729883486	5.755062305	5.752678419	5.721791627	5.746937639	5.733825446	5.753327819	5.721315673	5.728675998	5.743158139	9.784553865	9.421259408	6.573237431	6.220633027	6.381803253	7.924769259	6.159237955	6.690053319	6.224976671
hsa-miR-1247	5.78859018	5.776317046	6.397055955	5.73171391	5.734966575	5.720145016	5.740867176	5.736256107	5.7154126	5.785788774	6.005155962	5.862022688	5.721377026	5.71432918	5.739752751	5.714927358	5.837597291	6.137182466	6.641169014	6.661791721	6.517442152	6.188096332	5.96749464	6.024536225	6.060956924
hsa-miR-1248	6.258280855	6.423680992	6.233540547	6.177205746	5.988339258	5.981925994	6.001103043	5.970901264	6.044058207	5.739191844	5.799780738	5.764846726	5.846501957	5.813708651	5.744986286	5.839105733	5.712373508	5.723471722	5.837594543	5.899555529	5.897566967	5.899811292	5.80337171	5.793362324	5.765011259
hsa-miR-1249	6.054228313	6.174883675	6.094243524	5.867842227	5.773255431	5.753760363	5.782178361	5.775118352	5.741923751	5.731037416	5.755489905	5.782360386	5.71703562	5.703674764	5.714068387	5.710783744	5.76284395	5.753286658	5.779587062	5.83392346	5.830856352	6.48201208	6.699402631	5.889996487	6.52174876
hsa-miR-1250	6.968414596	7.003068105	6.86028978	5.806787107	5.816525357	5.738899011	5.740867176	5.733164867	5.724994086	6.166084647	6.037995891	6.098129876	5.730182656	5.774293974	5.746066963	5.759228803	6.674081512	6.568470363	5.82632527	5.789016161	5.844161871	6.887909392	12.56307802	13.14668862	12.39171455
hsa-miR-1251	7.97340926	8.147161527	7.840724256	5.734966575	5.737253819	5.772038294	5.761767995	5.762532705	5.808293732	5.75980711	5.790238851	5.76885651	5.806262808	5.738457078	5.729964949	5.765721462	9.165306068	9.382787184	7.216531175	7.017895765	6.821105077	10.27786008	5.857212756	5.799443893	5.841665855
hsa-miR-1252	8.615598271	8.889731508	8.677249137	6.522868579	6.236817221	6.164369502	6.699826363	6.187509977	5.977926595	5.745378411	5.725243538	5.81028865	5.849662585	5.795415265	5.781781488	5.779985507	5.846381363	6.115032864	5.815691142	5.823646469	5.8064872	7.985326134	7.963641506	6.377343265	6.350027885
hsa-miR-1253	6.103693052	6.054679065	5.9688536	5.923579549	5.741855155	5.782465036	5.792937484	5.84708254	5.817458118	5.739261161	5.735703021	5.755718184	5.762756962	5.805540723	5.742685582	5.800406786	7.086611444	7.193306648	5.79917595	5.874242185	5.830856352	8.841719086	11.64591135	11.63482814	11.69431038
hsa-miR-1254	6.30662094	6.250341522	6.71693868	5.86619925	5.917645904	5.890470598	5.829426264	5.834616029	5.829914735	5.865192094	5.953600658	5.862022688	5.901310665	5.967640309	6.08103024	6.027153968	5.867386881	6.064908415	7.062925012	7.095798926	7.342569268	7.958510471	6.24201692	6.135433374	6.19601718
hsa-miR-1255a	5.794985718	5.853889061	5.808577059	6.739372105	6.566025991	6.317846735	6.671157464	6.173276386	6.407178754	9.518183848	9.475601779	9.553536315	6.0270943	6.003508763	5.923811589	5.951867146	6.412558014	6.406218356	6.564779647	6.796933741	6.555729689	7.106480976	5.748072976	5.836349595	5.857270901
hsa-miR-1255b	6.574799846	6.378572978	6.87436426	7.644138408	7.394798163	6.873925475	7.469281968	6.539765664	7.006063776	5.904147971	5.886485929	5.906054531	5.742605811	5.769459895	5.782174297	5.785813646	6.024856835	6.064908415	10.32128922	9.315281584	10.84072545	6.085005194	9.321514298	8.363604593	8.896155153
hsa-miR-1256	6.968568561	6.879478762	6.551929928	5.725789832	5.714199294	5.738899011	5.724994086	5.795174399	5.736707863	5.88202454	5.775300314	5.841227967	6.18072683	6.045784085	6.00335499	6.149463955	6.024856835	6.064908415	6.234691626	6.071149094	6.184761736	6.085005194	10.00570771	9.826791216	8.976743585
hsa-miR-1257	8.773660589	8.809472772	9.075679175	6.560180796	6.676653021	6.720683424	6.525778114	6.369617638	6.627307501	5.801908084	5.821882694	5.832792094	5.72935491	5.785801041	5.724879254	5.76759141	6.815282865	6.83647744	5.818162934	5.880644044	5.872685609	7.569167377	13.23493026	13.07232172	11.45956172
hsa-miR-1258	5.789852409	5.811134602	5.843058172	6.30467768	6.060534065	5.770589305	6.20397171	5.975701896	5.796597648	5.802349331	5.802349331	5.819725172	5.713408235	5.837883669	5.922036398	5.778034053	5.928557375	5.996730862	7.010668576	5.924126314	6.189581831	6.837535876	9.519150986	9.454335656	8.65317485
hsa-miR-1259_v15.0	6.623153323	6.77137695	6.695690616	5.792937484	5.780497976	5.823358643	5.743342743	5.728711494	5.825321996	6.30301037	6.040407231	6.129394068	5.774220361	5.760402624	5.743312419	5.76416706	7.603877232	7.456290012	5.89374645	5.789016161	5.813793782	7.512353715	5.823907806	5.846787979	5.748792797
hsa-miR-125a-3p	7.929701095	8.254200993	7.820656412	5.969443499	5.972433739	5.988861733	5.815387418	5.781658648	5.928205555	5.825456439	5.778229136	5.804740099	5.784625275	5.77435701	5.803924719	5.740220185	7.949537813	6.716426141	5.85608245	5.795617923	5.804085639	5.873294861	5.869613067	5.793362324	5.839490334
hsa-miR-125a-5p	5.794985718	5.791113318	5.948060906	6.727039894	6.178949732	6.161667695	6.66776371	6.194274903	5.857317229	5.775300314	5.725243538	5.764887976	6.005468064	5.850550003	5.811760335	5.843301977	11.06133777	9.55353425	5.818436468	5.814770691	5.950130127	10.53563281	9.456290361	10.20271259	10.42672379
hsa-miR-125b	6.592342143	6.549365698	6.361340272	6.171003953	6.58680168	5.806787107	6.385819009	6.342031547	6.310572588	5.828059399	5.846508785	5.755718184	5.836515483	5.788083942	5.75863338	5.818955324	9.708053597	9.594084329	5.87141508	5.804085639	5.830856352	9.62719631	5.701743514	5.757073757	5.748792797
hsa-miR-125b-1*	5.91058178	5.937146291	5.868628593	7.618060909	8.001862997	7.311725258	7.538815892	7.459752317	7.580867513	6.023648267	6.122095918	6.298295295	5.899089113	5.936815661	5.928452988	5.975257143	8.712356733	7.878002833	5.793836576	5.847123425	5.844161871	8.472153526	5.858200523	5.830128701	5.789432158
hsa-miR-125b-2*	6.608445681	6.815807755	6.037117047	5.806787107	5.873032961	5.795174399	5.734966575	5.840989495	5.808293732	5.775710982	5.830344056	5.807026506	5.723775779	5.697897449	5.702851578	5.705525542	10.75185128	11.31983231	5.879023171	5.915909557	5.837016804	11.7016282	6.579376149	6.601829789	6.121763823
hsa-miR-126	7.969097553	8.230379829	8.124723458	5.741381821	5.782465036	5.823358643	5.734966575	5.812294907	5.852690537	5.817527539	5.759815538	5.789078979	5.835315524	5.802275579	5.775593908	5.794727748	9.032483366	9.168130101	5.844161871	5.953338806	6.227339986	9.314566741	11.02384371	10.04269079	9.954383849
hsa-miR-126*	8.763460726	8.616211154	9.087440225	5.737253819	5.741855155	5.788205741	5.782465036	5.731224413	5.733164867	6.055726002	5.900872574	6.024220341	6.230985925	6.116405212	5.998036063	6.371077827	10.09758292	10.12782304	6.895076905	6.660803475	6.270713507	8.764571024	5.869613067	5.973247063	5.857270901
hsa-miR-1260	5.783408153	5.967742568	5.801795277	5.737253819	5.717108179	5.736256107	5.761767995	5.795174399	5.803697454	5.770189052	5.727687021	5.696197079	6.598513241	6.60574833	6.701087358	6.697977694	6.710319144	6.735827018	5.865981951	5.874242185	5.868728304	6.958080555	6.088879479	6.297221814	6.224976671
hsa-miR-1261	7.847919265	7.693861992	7.784650776	5.737253819	5.795174399	5.745752732	5.761767995	5.819644814	5.771097783	8.435531399	8.595226425	8.691540008	5.732985553	5.756623069	5.765249104	5.767154955	6.08923075	6.305921039	6.863494817	6.396058825	6.086802218	6.048744677	5.720893678	5.694448549	5.765011259
hsa-miR-1262	6.034662584	5.911497694	5.832364816	6.211958223	6.187509977	5.896153686	6.150986345	6.012166346	5.962870882	8.994471321	8.306479507	8.191758423	6.04050529	6.098756526	5.863565887	6.011287775	7.083395929	7.052935625	6.416969166	6.201320591	6.359709587	9.064947636	5.973247063	5.964609787	5.98468361
